x            y_obs        weight       y_calc       y_bkg        
17.68        30.0         0.03333      34.015       33.775       
17.7         30.0         0.03333      33.982       33.726       
17.72        40.0         0.025        33.95        33.678       
17.74        38.0         0.02632      33.921       33.629       
17.76        32.0         0.03125      33.895       33.581       
17.78        38.0         0.02632      33.871       33.533       
17.8         47.0         0.02128      33.85        33.485       
17.82        43.0         0.02326      33.832       33.437       
17.84        40.0         0.025        33.819       33.389       
17.86        42.0         0.02381      33.811       33.342       
17.88        39.0         0.02564      33.808       33.295       
17.9         47.0         0.02128      33.813       33.248       
17.92        43.0         0.02326      33.826       33.201       
17.94        50.0         0.02         33.849       33.154       
17.96        47.0         0.02128      33.885       33.107       
17.98        53.0         0.01887      33.937       33.061       
18.0         47.0         0.02128      34.009       33.015       
18.02        70.0         0.01429      34.107       32.969       
18.04        60.0         0.01667      34.239       32.923       
18.06        72.0         0.01389      34.416       32.877       
18.08        67.0         0.01493      34.656       32.832       
18.1         82.0         0.0122       34.985       32.786       
18.12        98.0         0.0102       35.441       32.741       
18.14        132.0        0.00758      36.09        32.696       
18.16        148.0        0.00676      37.046       32.651       
18.18        158.0        0.00633      38.536       32.606       
18.2         193.0        0.00518      41.329       32.562       
18.22        204.0        0.0049       49.591       32.518       
18.24        252.0        0.00397      79.611       32.473       
18.26        268.0        0.00373      156.942      32.429       
18.28        299.0        0.00334      261.686      32.385       
18.3         299.0        0.00334      292.424      32.342       
18.32        306.0        0.00327      246.85       32.298       
18.34        282.0        0.00355      190.919      32.255       
18.36        240.0        0.00417      121.544      32.211       
18.38        216.0        0.00463      69.779       32.168       
18.4         174.0        0.00575      46.921       32.125       
18.42        148.0        0.00676      39.792       32.083       
18.44        129.0        0.00775      37.286       32.04        
18.46        98.0         0.0102       35.931       31.998       
18.48        77.0         0.01299      35.026       31.955       
18.5         86.0         0.01163      34.378       31.913       
18.52        70.0         0.01429      33.895       31.871       
18.54        67.0         0.01493      33.521       31.829       
18.56        50.0         0.02         33.223       31.788       
18.58        42.0         0.02381      32.98        31.746       
18.6         43.0         0.02326      32.777       31.705       
